25118,2015,Napa,0,0,0,27,Jerusalem Fire
10570,2015,Lassen,0,0,0,0,Dodge Fire
7509,2015,Del Norte,0,0,0,0,Nickowitz Fire
7000,2015,Inyo,0,4,5,40,Round Fire
7000,2015,Mono,0,4,5,40,Round Fire
6980,2015,Tulare,0,0,0,0,Cabin Fire
5702,2015,Madera,0,0,0,0,Willow Fire
4883,2015,Humboldt,0,14,0,7,Humboldt Lightning Fires
4863,2015,Modoc,0,0,0,0,Frog Fire
4250,2015,San Bernardino,0,0,4,68,North Fire
3676,2015,Mono,0,0,0,0,Walker Fire
2700,2015,Alameda,0,0,0,0,Tesla Fire
2446,2015,San Luis Obispo,0,1,0,1,Cuesta Fire
2304,2015,Nevada,0,6,1,2,Lowell Fire
1850,2015,San Diego,0,0,0,0,Horno Fire
1791,2015,San Luis Obispo,0,4,0,23,Park Hill Fire
1542,2015,Trinity,0,0,0,0,Saddle Fire 
1450,2015,Merced,0,0,0,0,Creek Fire
1333,2015,Merced,0,0,0,0,McCabe Fire
1086,2015,Monterey,1,0,1,20,Tassajara Fire
1049,2015,Riverside,0,0,0,0,Highway Fire
1042,2015,Butte,0,1,0,0,Lumpkin Fire
920,2015,Madera,0,0,0,3,Corrine Fire
860,2015,Butte,0,0,0,0,Meridian Fire
673,2015,Lake,0,0,0,0,Elk Fire
670,2015,San Benito,0,3,0,0,Cienega Fire
543,2015,Riverside,0,0,0,0,Anza Fire
509,2015,Mono,0,0,0,0,Van Dyke Fire
500,2015,Madera,0,0,0,0,Sky Fire
430,2015,Tulare,0,0,0,0,Triple Fire
415,2015,Mariposa,0,0,0,0,Tenaya Fire
415,2015,Los Angeles,0,0,0,0,Calgrove Fire 
400,2015,Butte,0,0,0,16,Swedes Fire
374,2015,Los Angeles,0,0,0,0,Lincoln Fire
355,2015,Amador,0,0,0,0,Ione Fire
300,2015,Los Angeles,0,0,0,0,Warm Fire
300,2015,Alameda,0,0,0,0,Site Fire
282,2015,Ventura,0,0,0,0,Chorro Fire
275,2015,Merced,0,0,0,0,Forebay Fire
242,2015,Alameda,0,0,0,0,Christensen Fire
227,2015,Mendocino,0,0,0,0,Mendocino National Forest Lightning Complex
215,2015,Santa Clara,0,0,0,0,Pacheco Fire
215,2015,Lake,0,0,0,0,Peterson Fire
214,2015,Orange,0,0,0,0,241 Fire
212,2015,Shasta,0,2,1,5,China Fire
211,2015,Santa Barbara,0,0,0,0,Mesa Fire
204,2015,Tuolumne,0,0,0,0,Big Creek Fire
200,2015,Los Angeles,0,0,0,0,Pines Fire 
200,2015,Siskiyou,0,0,0,0,Stephens Fire
195,2015,Contra Costa,0,0,0,0,Vasco Fire
186,2015,Ventura,0,0,0,0,Rustic Fire
181,2015,Siskiyou,0,0,0,0,Cooley Fire
171,2015,San Diego,0,0,0,0,Wildcat Fire
170,2015,Fresno,0,0,0,0,Creek Fire
170,2015,Tehama,0,0,0,0,Black Fire
167,2015,Kern,0,0,0,0,Flat Fire 
167,2015,San Diego,0,0,0,0,Cutca Fire
164,2015,Ventura,0,0,0,0,River Fire
158,2015,Humboldt,0,2,0,0,Queen Fire
158,2015,Yuba,0,3,0,0,Cook Fire
150,2015,Solano,0,0,0,0,Sky Fire
150,2015,Riverside,0,0,0,0,Merwin Fire
146,2015,Humboldt,0,0,0,0,Horse Fire
137,2015,Plumas,0,0,0,0,Ward Fire
135,2015,Madera,0,0,0,0,Red Fire
128,2015,Trinity,0,0,0,0,Democrat Fire
122,2015,San Joaquin,0,0,0,0,Collier Fire
116,2015,Modoc,0,0,0,0,3-11 Fire
114,2015,Calaveras,0,0,0,0,Mark Fire
112,2015,Tuolumne,0,0,0,0,Tulloch Fire
111,2015,Lassen,0,0,0,0,Shinn Fire
110,2015,Sacramento,0,0,0,0,Apple Fire
110,2015,Tehama,0,0,0,1,36 Fire
110,2015,Placer,0,0,0,0,Riosa Fire
109,2015,Shasta,0,0,0,0,Walker Fire
108,2015,Tuolumne,0,1,0,3,Oak Fire
104,2015,Butte,0,0,0,0,Munjar Fire
100,2015,San Bernardino,0,0,0,0,Sterling Fire
95,2015,Monterey,0,0,0,0,Laureles Fire
95,2015,San Luis Obispo,0,0,0,0,Deer Fire
90,2015,Shasta,0,0,0,0,Sprig Fire
86,2015,Tulare,0,4,0,0,Advance Fire
80,2015,San Diego,0,0,0,0,Otay Fire
80,2015,Riverside,0,0,0,0,Harrison Fire
77,2015,Modoc,0,0,0,0,3-12 Fire
75,2015,Shasta,0,0,0,0,Fern Fire
75,2015,Shasta,0,2,0,1,Mallard Fire
75,2015,El Dorado,0,0,0,0,Kyburz Fire
75,2015,Butte,0,0,0,0,Webb Fire
72,2015,Butte,0,0,0,1,Olive Fire
69,2015,Siskiyou,0,0,0,0,Prairie Fire
67,2015,Kern,0,0,0,0,Pass Fire
65,2015,San Bernardino,0,0,0,0,Scales Fire
60,2015,Fresno,0,0,0,0,Kerkhoff Fire
60,2015,Lassen,0,0,0,0,Dixie Fire
60,2015,Riverside,0,0,0,0,Grapefruit Fire
60,2015,Mariposa,0,0,0,0,Triangle Fire
60,2015,Amador,0,0,0,0,North Fire
59,2015,Shasta,0,0,0,0,Point Fire
58,2015,Siskiyou,0,0,0,0,Military Fire
55,2015,San Bernardino,0,0,0,0,Summit Fire
55,2015,San Diego,0,0,0,0,De Luz Fire
55,2015,Tehama,0,0,0,0,Fork Fire
54,2015,San Bernardino,0,0,0,0,Mill 2 Fire
53,2015,Alameda,0,0,0,0,Tesla Fire
52,2015,Santa Barbara,0,0,0,0,White Fire
50,2015,Ventura,0,0,0,0,Potrero Fire
50,2015,Mendocino,0,0,0,0,Mendocino Lightning Fires
45,2015,Kern,0,0,0,0,Antelope Fire
45,2015,Alameda,0,0,0,0,Geary Fire
45,2015,Fresno,0,0,0,0,FKU Lightning Fires
43,2015,Modoc,0,0,0,0,Mason Fire 
42,2015,Santa Clara,0,0,0,0,Highway Fire
40,2015,Lassen,0,0,0,0,Center Fire
40,2015,Stanislaus,0,0,0,0,Sullivan Fire
40,2015,Solano,0,0,0,0,Ascot Fire
38,2015,Napa,0,0,0,0,Chiles Fire
36,2015,Napa,0,0,0,0,Garage Fire
35,2015,Trinity,0,0,0,0,Browns Fire
35,2015,El Dorado,0,0,0,0,Ranch Fire
35,2015,Mendocino,0,0,0,0,Covelo Fire
30,2015,Nevada,0,0,0,0,McCourtney Fire
30,2015,Lassen,0,0,0,0,Kramer Fire 
30,2015,Yuba,0,0,0,0,Francis Fire
29,2015,Ventura,0,0,0,0,Banister Fire
26,2015,Placer,0,0,0,0,Baxter Fire
25,2015,San Diego,0,0,0,0,Park Fire
25,2015,San Benito,0,0,0,0,Betabel Fire
25,2015,San Diego,0,0,0,0,Lake Fire
25,2015,El Dorado,0,0,0,0,Buckaroo Fire
25,2015,Mariposa,0,0,0,0,Fox Fire
25,2015,Lake,0,0,0,0,Oasis Fire
25,2015,Riverside,0,0,0,0,Snow Fire
24,2015,Siskiyou,0,0,0,0,Dorris Fire
23,2015,Mendocino,0,0,0,0,Soda Fire
22,2015,Lake,0,0,0,0,Grade Fire
21,2015,Santa Barbara,0,0,0,0,Gibraltar Fire
21,2015,Riverside,0,0,0,0,Spider Fire
20,2015,Humboldt,0,0,0,0,Bald Fire
19,2015,Napa,0,0,0,0,Pleasure Fire
18,2015,Shasta,0,1,0,0,Keswick Fire
16,2015,Humboldt,0,0,0,0,Buck Fire
0,2015,Trinity,0,0,0,0,Mad River Complex
0,2015,Alpine,0,0,0,0,Washington Fire
132127,2016,Monterey,0,0,0,0,Soberanes Fire
48019,2016,Kern,0,0,0,0,Erskine Fire
46344,2016,San Luis Obispo,0,1,8,70,Chimney Fire
36274,2016,San Bernardino,0,0,3,321,Blue Cut Fire
33867,2016,Siskiyou,0,0,0,0,Gap Fire
32606,2016,Santa Barbara,0,0,0,0,Rey Fire 
29322,2016,Kern,0,0,0,0,Cedar Fire
12518,2016,Santa Barbara,0,0,0,0,Canyon Fire
8110,2016,San Bernardino,0,1,0,0,Pilot Fire
7609,2016,San Diego,0,0,0,16,Border Fire
7474,2016,Santa Barbara,0,0,0,0,Sherpa Fire
7050,2016,Fresno,0,0,0,2,Mineral Fire
5731,2016,Yolo,0,0,0,2,Cold Fire
5646,2016,El Dorado,0,3,0,0,Trailhead Fire
5646,2016,Placer,0,3,0,0,Trailhead Fire
5443,2016,Inyo,0,0,0,0,Owens River Fire
5399,2016,Los Angeles,0,0,0,0,San Gabriel Complex (Formerly Fish & Reservoir Fires)
4824,2016,Los Angeles,0,0,0,0,Marek Fire
4474,2016,Santa Clara,0,0,1,28,Loma Fire
4347,2016,Tulare,0,0,0,0,Meadow Fire
3929,2016,Lake,0,0,28,300,Clayton Fire
3876,2016,Monterey,0,1,0,0,Metz Fire
3712,2016,San Luis Obispo,0,0,0,0,Roberts Fire
2944,2016,Fresno,0,0,0,0,Curry Fire
2860,2016,Siskiyou,0,0,0,0,Pony Fire
2819,2016,Mono,0,0,0,0,Clark Fire
2652,2016,Modoc,0,0,0,0,Soup Complex
2575,2016,Lassen,0,1,0,7,Willard Fire
2520,2016,Monterey,0,0,0,0,Coleman Fire
2304,2016,Ventura,0,0,0,0,Pine Fire
2241,2016,Fresno,0,0,5,4,Goose Fire
2100,2016,Fresno,0,0,0,0,Sacata Fire
1785,2016,Kern,0,3,0,0,Deer Fire
1547,2016,Sonoma,0,2,0,0,Sawmill Fire
1470,2016,Riverside,0,1,0,1,Bogart Fire
1246,2016,Merced,0,0,0,0,Dinosaur Fire
1245,2016,San Diego,0,0,0,0,Roblar Fire
1109,2016,Los Angeles,0,0,0,0,Sage Fire
1080,2016,Tuolumne,0,0,0,0,Marshes Fire
850,2016,Butte,0,3,0,3,Saddle Fire
710,2016,Siskiyou,0,0,1,5,Grade Fire
650,2016,Mono,0,0,0,0,Marina Fire
599,2016,Humboldt,0,0,0,3,Tully Fire
554,2016,Kern,0,0,0,0,Fort Fire
550,2016,Butte,0,0,0,0,99 Fire
518,2016,Kern,0,0,0,0,Range Fire
464,2016,Tehama,0,0,0,0,Colyear Fire
450,2016,Calaveras,0,0,0,0,Willow Fire
441,2016,Shasta,0,1,0,1,Fiddler Fire
400,2016,Yuba,0,0,0,0,Beale Fire
395,2016,Tulare,0,0,0,0,Tule Fire
380,2016,Modoc,0,0,0,0,Howard Fire
372,2016,Amador,0,0,0,0,Rancho Fire
360,2016,Tehama,0,0,0,0,Hog Fire
341,2016,Calaveras,0,0,0,0,Pacheco Fire
310,2016,Calaveras,0,0,0,0,Appaloosa Fire
306,2016,Kern,0,0,0,0,Flat Fire
304,2016,Kern,0,0,0,0,Havilah Fire
300,2016,Sutter,0,0,0,0,Butte Fire
278,2016,Fresno,0,0,0,0,DeWolf Fire
277,2016,Yolo,0,0,0,0,Creek Fire
248,2016,Plumas,0,0,0,0,Tobin Fire
237,2016,San Benito,0,0,0,2,King Fire 
221,2016,Kern,0,0,0,0,Onyx Fire
215,2016,Santa Barbara,0,0,0,0,Washington Fire
215,2016,Lake,0,0,0,0,Reservoir Fire
211,2016,Alameda,0,0,0,0,Grant Fire
210,2016,Amador,0,0,0,0,Camanche Fire
188,2016,Fresno,0,0,0,0,Big Fire
176,2016,El Dorado,0,0,0,0,Emerald Fire
173,2016,Riverside,0,0,0,0,Briggs Fire
169,2016,Placer,0,0,0,0,Athens Fire
158,2016,Fresno,0,0,0,0,Sunny Fire
156,2016,Los Angeles,0,0,0,0,Wheatland Fire
151,2016,Fresno,0,0,0,0,Hills Fire
150,2016,Del Norte,0,0,0,0,Old Fire
150,2016,Orange,0,0,0,0,Holy Fire
150,2016,San Luis Obispo,0,0,0,0,Shedd Fire
147,2016,San Joaquin,0,0,0,0,Bird Fire
145,2016,Fresno,0,0,0,0,Frame Fire
140,2016,Stanislaus,0,0,0,0,Maze Fire
139,2016,Riverside,0,1,0,0,Temecula Fire
138,2016,Kern,0,0,0,0,Famoso Fire
132,2016,Fresno,0,0,0,0,Avocado Fire
130,2016,Butte,0,0,0,0,Bangor Fire
123,2016,Fresno,0,0,0,0,Green Fire
122,2016,Mono,0,0,0,0,Rock Creek Fire
120,2016,Stanislaus,0,0,0,0,Coe Fire
114,2016,Santa Clara,0,0,0,0,Sierra Fire
112,2016,Butte,0,0,0,0,Coal Fire
103,2016,Madera,0,0,0,0,Broken Fire
100,2016,Shasta,0,0,0,0,Cow Fire
100,2016,Santa Clara,0,0,0,0,Bailey Fire
100,2016,Kern,0,0,0,0,Hart Fire
